"x_","y_","t_","id"
446534.683463478,4626432.18791094,2021-02-22 19:00:00,"A01"
446564.029379084,4626349.69309677,2021-02-22 20:00:00,"A01"
446609.657613991,4626129.52634331,2021-02-22 21:00:00,"A01"
446433.008159022,4626254.81814604,2021-02-22 22:00:00,"A01"
446231.454930734,4626398.1108662,2021-02-22 23:00:00,"A01"
446069.983483537,4626701.22546586,2021-02-23,"A01"
446168.638136424,4626903.03195821,2021-02-23 01:00:00,"A01"
446429.116542672,4626521.15538638,2021-02-23 02:00:00,"A01"
446465.579037287,4626176.96229635,2021-02-23 03:00:00,"A01"
446539.056674764,4625944.49390536,2021-02-23 04:00:00,"A01"
446824.741783144,4625775.67211877,2021-02-23 05:00:00,"A01"
446986.066796386,4625784.01130481,2021-02-23 06:00:00,"A01"
447156.38013616,4625638.07639745,2021-02-23 07:00:00,"A01"
447354.836509924,4625615.55676017,2021-02-23 08:00:00,"A01"
447271.41366849,4625945.21392342,2021-02-23 09:00:00,"A01"
447079.936495156,4626023.526749,2021-02-23 10:00:00,"A01"
446858.424214053,4625967.06203194,2021-02-23 11:00:00,"A01"
446811.811288423,4625972.22539083,2021-02-23 12:00:00,"A01"
446703.242111567,4626056.89492082,2021-02-23 13:00:00,"A01"
446640.468325827,4626082.7692139,2021-02-23 14:00:00,"A01"
446594.695178967,4626321.90208582,2021-02-23 15:00:00,"A01"
446802.741567255,4626251.81269229,2021-02-23 16:00:00,"A01"
447051.409379288,4626374.26121839,2021-02-23 17:00:00,"A01"
447285.733419575,4626593.84666007,2021-02-23 18:00:00,"A01"
447251.360132836,4626919.76071353,2021-02-23 19:00:00,"A01"
447126.368162408,4626922.77900182,2021-02-23 20:00:00,"A01"
447137.445898878,4626763.21762747,2021-02-23 21:00:00,"A01"
447234.951589163,4626562.89867399,2021-02-23 22:00:00,"A01"
447408.012626914,4626459.79844714,2021-02-23 23:00:00,"A01"
447544.471598649,4626326.38771976,2021-02-24,"A01"
447493.188931688,4626391.42320739,2021-02-24 01:00:00,"A01"
447355.985979305,4626162.03428621,2021-02-24 02:00:00,"A01"
447396.414206119,4625937.15368075,2021-02-24 03:00:00,"A01"
447347.735769185,4625779.86357869,2021-02-24 04:00:00,"A01"
447216.747639561,4625675.04801304,2021-02-24 05:00:00,"A01"
447362.161585782,4625763.35296204,2021-02-24 06:00:00,"A01"
447494.073505455,4625080.04841515,2021-02-24 07:00:00,"A01"
447309.741577879,4624995.16837507,2021-02-24 08:00:00,"A01"
447187.871881528,4625103.70497147,2021-02-24 09:00:00,"A01"
446932.260692969,4625209.52255525,2021-02-24 10:00:00,"A01"
446805.712023342,4625519.51621101,2021-02-24 11:00:00,"A01"
446747.751344193,4625605.11817752,2021-02-24 12:00:00,"A01"
446451.7491117,4625629.27917367,2021-02-24 13:00:00,"A01"
446594.602435816,4625819.98347128,2021-02-24 14:00:00,"A01"
446729.898037505,4625635.05097328,2021-02-24 15:00:00,"A01"
446763.589973038,4625509.38237823,2021-02-24 16:00:00,"A01"
446532.803493459,4625401.81746492,2021-02-24 17:00:00,"A01"
446709.57241914,4625518.99882633,2021-02-24 18:00:00,"A01"
447117.490710365,4625593.62158115,2021-02-24 19:00:00,"A01"
447227.558209898,4625529.67585007,2021-02-24 20:00:00,"A01"
447287.759619975,4625175.02196738,2021-02-24 21:00:00,"A01"
447428.221563145,4625047.88959799,2021-02-24 22:00:00,"A01"
447226.244226808,4625068.02505129,2021-02-24 23:00:00,"A01"
447074.587545369,4625180.45734814,2021-02-25,"A01"
447213.954861031,4625222.36616901,2021-02-25 01:00:00,"A01"
447518.334389897,4625050.52946414,2021-02-25 02:00:00,"A01"
447383.021098492,4625011.1524509,2021-02-25 03:00:00,"A01"
447231.334607105,4625161.63839698,2021-02-25 04:00:00,"A01"
447292.707811494,4625351.63719074,2021-02-25 05:00:00,"A01"
447164.95927152,4625455.0695849,2021-02-25 06:00:00,"A01"
447298.130543088,4625361.01651123,2021-02-25 07:00:00,"A01"
447480.382787914,4625440.23743272,2021-02-25 08:00:00,"A01"
447939.82549822,4625672.91865245,2021-02-25 09:00:00,"A01"
447932.306547579,4625772.88242197,2021-02-25 10:00:00,"A01"
447972.152385639,4626022.19672918,2021-02-25 11:00:00,"A01"
447891.224879492,4626247.81280352,2021-02-25 12:00:00,"A01"
447903.326501185,4626416.15189253,2021-02-25 13:00:00,"A01"
447748.106505,4626624.68408669,2021-02-25 14:00:00,"A01"
447363.674152142,4626714.22116804,2021-02-25 15:00:00,"A01"
447230.163521285,4626807.72581248,2021-02-25 16:00:00,"A01"
447298.890084983,4626768.64180914,2021-02-25 17:00:00,"A01"
447255.451730755,4626326.85270786,2021-02-25 18:00:00,"A01"
447314.723515057,4626462.55293218,2021-02-25 19:00:00,"A01"
447559.824257973,4626708.58980092,2021-02-25 20:00:00,"A01"
447481.942510023,4626727.70082358,2021-02-25 21:00:00,"A01"
447348.563645245,4626401.12032485,2021-02-25 22:00:00,"A01"
447451.98259413,4626320.15878509,2021-02-25 23:00:00,"A01"
447525.657939655,4626562.66151657,2021-02-26,"A01"
447583.926930651,4626548.96716841,2021-02-26 01:00:00,"A01"
447432.644414878,4626586.49001691,2021-02-26 02:00:00,"A01"
447240.540682769,4626669.2107284,2021-02-26 03:00:00,"A01"
447432.426910254,4626656.46992476,2021-02-26 04:00:00,"A01"
447406.976254343,4626574.77258654,2021-02-26 05:00:00,"A01"
447350.376507477,4626453.53074317,2021-02-26 06:00:00,"A01"
447225.734564487,4626363.28972407,2021-02-26 07:00:00,"A01"
447268.18138872,4626586.33927236,2021-02-26 08:00:00,"A01"
447163.980222167,4626668.13060487,2021-02-26 09:00:00,"A01"
447168.982273538,4626798.91584892,2021-02-26 10:00:00,"A01"
447461.827312608,4626478.14670767,2021-02-26 11:00:00,"A01"
447186.702415952,4626356.75681479,2021-02-26 12:00:00,"A01"
447347.058113734,4626233.98734363,2021-02-26 13:00:00,"A01"
447380.248323642,4626551.0962987,2021-02-26 14:00:00,"A01"
447538.965183962,4626561.47410594,2021-02-26 15:00:00,"A01"
447497.946441721,4626451.09398381,2021-02-26 16:00:00,"A01"
447363.380831771,4626383.0593767,2021-02-26 17:00:00,"A01"
447363.955260394,4626291.64881834,2021-02-26 18:00:00,"A01"
447508.909292205,4626704.57503461,2021-02-26 19:00:00,"A01"
447563.989927445,4626694.4557361,2021-02-26 20:00:00,"A01"
447445.876225794,4626850.00893798,2021-02-26 21:00:00,"A01"
447229.430513934,4626525.51575885,2021-02-26 22:00:00,"A01"
447167.602149537,4626344.04251085,2021-02-26 23:00:00,"A01"
447160.574038781,4626563.83512929,2021-02-27,"A01"
447120.556895924,4626414.96436909,2021-02-27 01:00:00,"A01"
447199.451296462,4626272.89848236,2021-02-27 02:00:00,"A01"
447456.413025444,4626131.77221313,2021-02-27 03:00:00,"A01"
447535.97631224,4626055.60831686,2021-02-27 04:00:00,"A01"
447434.565208375,4625891.61471322,2021-02-27 05:00:00,"A01"
447331.503350288,4625727.45889828,2021-02-27 06:00:00,"A01"
447256.300067052,4625417.15970431,2021-02-27 07:00:00,"A01"
447259.969409462,4625214.58736163,2021-02-27 08:00:00,"A01"
447084.770751465,4625329.17515892,2021-02-27 09:00:00,"A01"
446934.330510185,4625317.74057093,2021-02-27 10:00:00,"A01"
446834.69975685,4625407.2196896,2021-02-27 11:00:00,"A01"
446626.149086223,4625481.48732751,2021-02-27 12:00:00,"A01"
446645.386793872,4625320.14728593,2021-02-27 13:00:00,"A01"
446458.784658159,4625331.09081867,2021-02-27 14:00:00,"A01"
446687.645810633,4625340.74571431,2021-02-27 15:00:00,"A01"
446962.090680283,4625267.20144635,2021-02-27 16:00:00,"A01"
447175.912414037,4625234.55811208,2021-02-27 17:00:00,"A01"
447325.840603095,4624996.53917905,2021-02-27 18:00:00,"A01"
447491.971670929,4625066.27133158,2021-02-27 19:00:00,"A01"
447558.700950188,4625141.76852767,2021-02-27 20:00:00,"A01"
447832.220645575,4625309.66275636,2021-02-27 21:00:00,"A01"
447412.883710105,4625473.56724123,2021-02-27 22:00:00,"A01"
447190.607602207,4625726.86465961,2021-02-27 23:00:00,"A01"
447139.37028253,4625957.50743186,2021-02-28,"A01"
447309.093420475,4626290.29118045,2021-02-28 01:00:00,"A01"
447420.400638343,4626614.10597858,2021-02-28 02:00:00,"A01"
447336.365069926,4626320.27279541,2021-02-28 03:00:00,"A01"
447437.149949966,4626176.51483896,2021-02-28 04:00:00,"A01"
447457.353979396,4626057.38584136,2021-02-28 05:00:00,"A01"
447551.891813637,4626129.3984635,2021-02-28 06:00:00,"A01"
447929.957428272,4626410.07632129,2021-02-28 07:00:00,"A01"
447794.926891837,4626484.18575114,2021-02-28 08:00:00,"A01"
447460.153368965,4626319.50841352,2021-02-28 09:00:00,"A01"
447258.531105239,4626364.92777361,2021-02-28 10:00:00,"A01"
447437.332269026,4626438.3070948,2021-02-28 11:00:00,"A01"
447465.111916885,4626364.23186314,2021-02-28 12:00:00,"A01"
447596.911948884,4626499.44658761,2021-02-28 13:00:00,"A01"
447509.483527264,4626726.54480081,2021-02-28 14:00:00,"A01"
447550.948888634,4626816.56205484,2021-02-28 15:00:00,"A01"
447519.526620291,4626966.03659497,2021-02-28 16:00:00,"A01"
447459.771465068,4626751.45086568,2021-02-28 17:00:00,"A01"
447420.146516606,4626422.98636021,2021-02-28 18:00:00,"A01"
447290.854076785,4625998.70545535,2021-02-28 19:00:00,"A01"
447371.041647997,4625475.84408484,2021-02-28 20:00:00,"A01"
447208.50306988,4625227.433066,2021-02-28 21:00:00,"A01"
447340.004823182,4624994.50927506,2021-02-28 22:00:00,"A01"
447376.675519196,4625241.90819939,2021-02-28 23:00:00,"A01"
447291.209670133,4625419.43055962,2021-03-01,"A01"
447199.392764003,4625480.12859171,2021-03-01 01:00:00,"A01"
446893.462595495,4625431.44955314,2021-03-01 02:00:00,"A01"
446901.499705343,4625151.30559725,2021-03-01 03:00:00,"A01"
447342.53167162,4625190.69862956,2021-03-01 04:00:00,"A01"
447231.848849519,4624985.0064169,2021-03-01 05:00:00,"A01"
447276.295120933,4625303.8333782,2021-03-01 06:00:00,"A01"
447428.474314697,4625226.56957244,2021-03-01 07:00:00,"A01"
447345.211364748,4624978.78480705,2021-03-01 08:00:00,"A01"
447372.428177879,4625140.86113054,2021-03-01 09:00:00,"A01"
447362.785234395,4625260.71681282,2021-03-01 10:00:00,"A01"
447322.65634787,4625460.46975959,2021-03-01 11:00:00,"A01"
447248.150516301,4625547.2487494,2021-03-01 12:00:00,"A01"
447263.713280833,4625755.96206119,2021-03-01 13:00:00,"A01"
447093.186747725,4625932.68850167,2021-03-01 14:00:00,"A01"
446917.484844022,4626086.62222134,2021-03-01 15:00:00,"A01"
446641.288206691,4626224.54631641,2021-03-01 16:00:00,"A01"
446549.600443244,4626048.43926058,2021-03-01 17:00:00,"A01"
446756.120623043,4626078.9310214,2021-03-01 18:00:00,"A01"
446726.326070831,4625929.08726352,2021-03-01 19:00:00,"A01"
446466.848941927,4625539.92008421,2021-03-01 20:00:00,"A01"
446484.015124617,4625746.38081096,2021-03-01 21:00:00,"A01"
446512.769634312,4626093.1863111,2021-03-01 22:00:00,"A01"
446838.694714603,4626204.66408458,2021-03-01 23:00:00,"A01"
446710.895397211,4625935.24509926,2021-03-02,"A01"
446659.473821952,4625637.74229439,2021-03-02 01:00:00,"A01"
446557.930147939,4625571.72610364,2021-03-02 02:00:00,"A01"
446554.98041329,4625402.43240724,2021-03-02 03:00:00,"A01"
446589.300130308,4625303.43247312,2021-03-02 04:00:00,"A01"
446806.58250855,4625349.352948,2021-03-02 05:00:00,"A01"
446743.097624253,4625483.96193915,2021-03-02 06:00:00,"A01"
446744.484294532,4625893.34863948,2021-03-02 07:00:00,"A01"
446648.898161459,4626151.09734202,2021-03-02 08:00:00,"A01"
446524.268316664,4626459.7963855,2021-03-02 09:00:00,"A01"
446522.479675105,4626547.8825534,2021-03-02 10:00:00,"A01"
446500.946638477,4626907.04080946,2021-03-02 11:00:00,"A01"
446436.275526951,4626945.83845526,2021-03-02 12:00:00,"A01"
446322.751361865,4626935.74273787,2021-03-02 13:00:00,"A01"
446557.175769564,4626905.62165834,2021-03-02 14:00:00,"A01"
446718.964152678,4626910.96453444,2021-03-02 15:00:00,"A01"
446698.7923195,4626715.94796447,2021-03-02 16:00:00,"A01"
446335.466613772,4626537.27343181,2021-03-02 17:00:00,"A01"
446425.326211692,4626724.99898381,2021-03-02 18:00:00,"A01"
446665.569128981,4626876.14306459,2021-03-02 19:00:00,"A01"
446589.23405793,4626690.41699138,2021-03-02 20:00:00,"A01"
446572.137757554,4626568.72222047,2021-03-02 21:00:00,"A01"
446477.294493397,4626381.73092392,2021-03-02 22:00:00,"A01"
446671.303933987,4626321.43452744,2021-03-02 23:00:00,"A01"
446432.61007386,4626216.36113771,2021-03-03,"A01"
446479.755662533,4625533.51574449,2021-03-03 01:00:00,"A01"
446558.61174555,4625644.60701642,2021-03-03 02:00:00,"A01"
446653.834398964,4625685.94791963,2021-03-03 03:00:00,"A01"
446786.729503237,4625497.78126257,2021-03-03 04:00:00,"A01"
447013.502793037,4625139.56798579,2021-03-03 05:00:00,"A01"
447297.00378452,4625216.15272337,2021-03-03 06:00:00,"A01"
447336.209021218,4625317.50437445,2021-03-03 07:00:00,"A01"
447300.511582615,4625225.66305221,2021-03-03 08:00:00,"A01"
447467.818985065,4625186.42090042,2021-03-03 09:00:00,"A01"
447401.486528828,4625081.88404409,2021-03-03 10:00:00,"A01"
447229.20835882,4625503.08708285,2021-03-03 11:00:00,"A01"
447135.040539212,4625743.64722188,2021-03-03 12:00:00,"A01"
446969.875923824,4625876.71740184,2021-03-03 13:00:00,"A01"
446702.59256874,4625802.75314806,2021-03-03 14:00:00,"A01"
446690.120541153,4626066.82944325,2021-03-03 15:00:00,"A01"
446558.659110812,4626258.93629788,2021-03-03 16:00:00,"A01"
446513.885463169,4626365.99516034,2021-03-03 17:00:00,"A01"
446454.351273424,4626568.10583314,2021-03-03 18:00:00,"A01"
446516.824796586,4626686.16642456,2021-03-03 19:00:00,"A01"
446572.17062657,4626525.6985602,2021-03-03 20:00:00,"A01"
446331.586085155,4626685.37939213,2021-03-03 21:00:00,"A01"
446500.989032222,4626777.27687163,2021-03-03 22:00:00,"A01"
446567.719069682,4626656.89240014,2021-03-03 23:00:00,"A01"
446599.405356369,4626393.02554829,2021-03-04,"A01"
446630.374674406,4626151.26262276,2021-03-04 01:00:00,"A01"
446700.1169689,4625994.84553474,2021-03-04 02:00:00,"A01"
446544.893801317,4625873.90241051,2021-03-04 03:00:00,"A01"
446582.842152077,4626036.9098662,2021-03-04 04:00:00,"A01"
446628.154051793,4626131.42277544,2021-03-04 05:00:00,"A01"
446714.059446543,4625982.1493128,2021-03-04 06:00:00,"A01"
446763.243299956,4625788.84515824,2021-03-04 07:00:00,"A01"
446739.277222753,4625624.09169112,2021-03-04 08:00:00,"A01"
446746.051026531,4625620.26463026,2021-03-04 09:00:00,"A01"
446709.731000056,4625536.25802384,2021-03-04 10:00:00,"A01"
446629.342615337,4625349.75894596,2021-03-04 11:00:00,"A01"
446634.518536157,4625600.56394802,2021-03-04 12:00:00,"A01"
446517.936405994,4625679.63378768,2021-03-04 13:00:00,"A01"
446529.566942609,4625505.23727644,2021-03-04 14:00:00,"A01"
446806.143958948,4625576.12210385,2021-03-04 15:00:00,"A01"
446949.349006824,4625699.88883868,2021-03-04 16:00:00,"A01"
447268.789392896,4625835.89697359,2021-03-04 17:00:00,"A01"
447253.449179023,4626073.46270971,2021-03-04 18:00:00,"A01"
447387.700686511,4626486.73921628,2021-03-04 19:00:00,"A01"
447402.913546027,4626240.35235664,2021-03-04 20:00:00,"A01"
447460.124334542,4626174.66520097,2021-03-04 21:00:00,"A01"
447474.769682635,4626472.11321029,2021-03-04 22:00:00,"A01"
447254.980697914,4626333.05898632,2021-03-04 23:00:00,"A01"
447480.182226002,4626471.9703153,2021-03-05,"A01"
447567.703704129,4626464.52485988,2021-03-05 01:00:00,"A01"
447554.034481023,4626352.63677295,2021-03-05 02:00:00,"A01"
447422.824831447,4625972.93850669,2021-03-05 03:00:00,"A01"
447316.464305378,4625804.03329862,2021-03-05 04:00:00,"A01"
447153.210798837,4625453.52070958,2021-03-05 05:00:00,"A01"
447334.968442644,4625359.8180673,2021-03-05 06:00:00,"A01"
447388.095879927,4625085.39518918,2021-03-05 07:00:00,"A01"
447548.995754344,4625008.70652947,2021-03-05 08:00:00,"A01"
447469.309231837,4625171.66178195,2021-03-05 09:00:00,"A01"
447340.14245671,4625186.94231962,2021-03-05 10:00:00,"A01"
447371.085430088,4625115.52908875,2021-03-05 11:00:00,"A01"
447177.642449411,4625113.60710828,2021-03-05 12:00:00,"A01"
447038.53561912,4625058.41336828,2021-03-05 13:00:00,"A01"
446706.087422196,4625008.24491493,2021-03-05 14:00:00,"A01"
446696.475790197,4625275.26394479,2021-03-05 15:00:00,"A01"
446691.192658176,4625726.07011615,2021-03-05 16:00:00,"A01"
446644.038933783,4626070.2110677,2021-03-05 17:00:00,"A01"
446572.161317256,4626418.02362484,2021-03-05 18:00:00,"A01"
446545.141757047,4626607.23818138,2021-03-05 19:00:00,"A01"
446641.391877143,4626793.37836995,2021-03-05 20:00:00,"A01"
446613.675703516,4626966.49186896,2021-03-05 21:00:00,"A01"
446486.22735492,4626823.13632981,2021-03-05 22:00:00,"A01"
446549.112339504,4626698.34833912,2021-03-05 23:00:00,"A01"
446556.009791582,4626884.21446511,2021-03-06,"A01"
446548.965770367,4626612.79078759,2021-03-06 01:00:00,"A01"
446610.067857208,4626465.29064707,2021-03-06 02:00:00,"A01"
446603.142786794,4626084.42298426,2021-03-06 03:00:00,"A01"
446599.074423208,4625968.74958357,2021-03-06 04:00:00,"A01"
446680.466530682,4626093.25360454,2021-03-06 05:00:00,"A01"
446609.934443585,4626319.90679596,2021-03-06 06:00:00,"A01"
446604.99601909,4626542.43998722,2021-03-06 07:00:00,"A01"
446650.545999664,4626774.90851787,2021-03-06 08:00:00,"A01"
446570.626531076,4626960.20743445,2021-03-06 09:00:00,"A01"
446394.028371572,4626917.6798807,2021-03-06 10:00:00,"A01"
446618.693244853,4626876.5619201,2021-03-06 11:00:00,"A01"
446544.507240551,4626708.01131865,2021-03-06 12:00:00,"A01"
446661.579276551,4626712.04027458,2021-03-06 13:00:00,"A01"
446385.159809224,4626700.39501463,2021-03-06 14:00:00,"A01"
446597.98205283,4626655.29782644,2021-03-06 15:00:00,"A01"
446378.620847978,4626401.65579626,2021-03-06 16:00:00,"A01"
446564.542716125,4626087.86874925,2021-03-06 17:00:00,"A01"
446645.011840842,4626305.43099882,2021-03-06 18:00:00,"A01"
447258.973191073,4626479.36985859,2021-03-06 19:00:00,"A01"
447439.054254058,4626395.28928732,2021-03-06 20:00:00,"A01"
447459.991673485,4626433.5477553,2021-03-06 21:00:00,"A01"
447449.121566385,4626530.87523957,2021-03-06 22:00:00,"A01"
447131.239828723,4626380.34188413,2021-03-06 23:00:00,"A01"
447548.945732659,4626364.60624675,2021-03-07,"A01"
447499.133790471,4626570.08468437,2021-03-07 01:00:00,"A01"
447574.190977612,4626737.66913363,2021-03-07 02:00:00,"A01"
447447.456843953,4626850.47049098,2021-03-07 03:00:00,"A01"
447369.845977775,4626881.41497169,2021-03-07 04:00:00,"A01"
447313.524268416,4626958.50909394,2021-03-07 05:00:00,"A01"
447212.403929001,4626674.05466599,2021-03-07 06:00:00,"A01"
447177.064287558,4626611.33788604,2021-03-07 07:00:00,"A01"
447124.331015558,4626467.86187976,2021-03-07 08:00:00,"A01"
447115.849596355,4626236.1812784,2021-03-07 09:00:00,"A01"
447227.682479052,4626531.46515103,2021-03-07 10:00:00,"A01"
447490.563113079,4626437.58524514,2021-03-07 11:00:00,"A01"
447593.608333147,4626276.17638503,2021-03-07 12:00:00,"A01"
447474.986446241,4626296.70556298,2021-03-07 13:00:00,"A01"
447221.182659722,4626367.80353097,2021-03-07 14:00:00,"A01"
447200.568040379,4625986.45553514,2021-03-07 15:00:00,"A01"
447164.471541776,4625971.39727736,2021-03-07 16:00:00,"A01"
447025.521340163,4625597.55849119,2021-03-07 17:00:00,"A01"
446854.044200317,4625448.136854,2021-03-07 18:00:00,"A01"
446766.893374687,4625515.22697256,2021-03-07 19:00:00,"A01"
446681.924980937,4625595.94746664,2021-03-07 20:00:00,"A01"
446545.74592883,4625407.76561634,2021-03-07 21:00:00,"A01"
446696.787565737,4625439.30330089,2021-03-07 22:00:00,"A01"
446543.583823042,4625592.27852756,2021-03-07 23:00:00,"A01"
446431.219269219,4625658.94401175,2021-03-08,"A01"
446527.8932838,4625718.61783874,2021-03-08 01:00:00,"A01"
446323.275785567,4625725.54470588,2021-03-08 02:00:00,"A01"
446305.75531096,4625976.47970852,2021-03-08 03:00:00,"A01"
446521.797919727,4626346.88870315,2021-03-08 04:00:00,"A01"
447212.331851351,4626345.13387675,2021-03-08 05:00:00,"A01"
447267.346657987,4626640.37923352,2021-03-08 06:00:00,"A01"
447347.245537757,4626847.63201606,2021-03-08 07:00:00,"A01"
447571.841483295,4626810.88349251,2021-03-08 08:00:00,"A01"
447518.644521432,4626628.06950684,2021-03-08 09:00:00,"A01"
447492.185529426,4626548.56456723,2021-03-08 10:00:00,"A01"
447359.929256956,4626674.87910177,2021-03-08 11:00:00,"A01"
447229.543494782,4626501.84073147,2021-03-08 12:00:00,"A01"
447365.479640302,4626342.62183246,2021-03-08 13:00:00,"A01"
447534.736067348,4626256.39854135,2021-03-08 14:00:00,"A01"
447411.561742087,4626345.36866606,2021-03-08 15:00:00,"A01"
447439.348256146,4626287.50254674,2021-03-08 16:00:00,"A01"
447357.366778131,4626159.76597631,2021-03-08 17:00:00,"A01"
447275.229429803,4625969.42800087,2021-03-08 18:00:00,"A01"
447129.817129066,4625943.70881514,2021-03-08 19:00:00,"A01"
447082.651211496,4625811.99422587,2021-03-08 20:00:00,"A01"
447197.638915211,4625853.7426168,2021-03-08 21:00:00,"A01"
446975.861642731,4625964.65273682,2021-03-08 22:00:00,"A01"
446745.981980069,4625930.24412359,2021-03-08 23:00:00,"A01"
446725.582548883,4625619.38471772,2021-03-09,"A01"
446551.986276952,4625511.64697096,2021-03-09 01:00:00,"A01"
446753.271095117,4625382.77966125,2021-03-09 02:00:00,"A01"
446803.589114326,4625273.00724492,2021-03-09 03:00:00,"A01"
446783.958911651,4625388.75889703,2021-03-09 04:00:00,"A01"
446696.184840892,4625564.61830138,2021-03-09 05:00:00,"A01"
446565.945208259,4625601.36300573,2021-03-09 06:00:00,"A01"
446512.950075173,4625652.27410857,2021-03-09 07:00:00,"A01"
446462.660288543,4625782.99523026,2021-03-09 08:00:00,"A01"
446600.513234979,4625893.30988852,2021-03-09 09:00:00,"A01"
446644.031552365,4625981.0076944,2021-03-09 10:00:00,"A01"
446529.208797286,4625725.92107811,2021-03-09 11:00:00,"A01"
446329.804930906,4625536.80990734,2021-03-09 12:00:00,"A01"
446434.210588201,4625526.89294344,2021-03-09 13:00:00,"A01"
446593.868927658,4625663.40617995,2021-03-09 14:00:00,"A01"
446877.677703009,4625949.90178297,2021-03-09 15:00:00,"A01"
447018.403730216,4626046.7706634,2021-03-09 16:00:00,"A01"
447413.296563027,4626377.21823661,2021-03-09 17:00:00,"A01"
447500.108368299,4626597.77347315,2021-03-09 18:00:00,"A01"
447337.367714965,4626504.82583604,2021-03-09 19:00:00,"A01"
447210.660939792,4626508.81939713,2021-03-09 20:00:00,"A01"
447315.42033396,4626313.37964126,2021-03-09 21:00:00,"A01"
447379.538451531,4626328.07844055,2021-03-09 22:00:00,"A01"
447431.895646278,4626246.74387906,2021-03-09 23:00:00,"A01"
447368.306039041,4626152.37625841,2021-03-10,"A01"
447188.513489137,4626276.94879933,2021-03-10 01:00:00,"A01"
447229.601782362,4626368.15126509,2021-03-10 02:00:00,"A01"
447140.026456397,4626607.549163,2021-03-10 03:00:00,"A01"
447194.09853192,4626320.82062599,2021-03-10 04:00:00,"A01"
447145.35448337,4626555.36933937,2021-03-10 05:00:00,"A01"
447076.18577336,4626246.44413268,2021-03-10 06:00:00,"A01"
447215.786780801,4625866.40609211,2021-03-10 07:00:00,"A01"
447309.735300136,4625988.93392236,2021-03-10 08:00:00,"A01"
447229.913421464,4626059.61053106,2021-03-10 09:00:00,"A01"
447197.706550057,4625828.35946856,2021-03-10 10:00:00,"A01"
447433.97280405,4625823.76796753,2021-03-10 11:00:00,"A01"
447401.300065941,4625738.29694745,2021-03-10 12:00:00,"A01"
447228.703109152,4625575.56360248,2021-03-10 13:00:00,"A01"
447363.628048671,4625670.18483768,2021-03-10 14:00:00,"A01"
447293.338061345,4625781.0606108,2021-03-10 15:00:00,"A01"
447454.011787043,4625922.78222407,2021-03-10 16:00:00,"A01"
447428.45928329,4626111.26410568,2021-03-10 17:00:00,"A01"
447467.348859424,4626417.29108777,2021-03-10 18:00:00,"A01"
447336.187354568,4626323.80723368,2021-03-10 19:00:00,"A01"
447237.96965793,4626454.05002063,2021-03-10 20:00:00,"A01"
447304.841740779,4626529.22916525,2021-03-10 21:00:00,"A01"
447357.473446091,4626690.68921733,2021-03-10 22:00:00,"A01"
447301.536831947,4626804.16886812,2021-03-10 23:00:00,"A01"
447249.539104104,4626953.65983106,2021-03-11,"A01"
447313.840326562,4626949.06524123,2021-03-11 01:00:00,"A01"
447523.465167324,4626786.14224687,2021-03-11 02:00:00,"A01"
447778.795001656,4626684.81498474,2021-03-11 03:00:00,"A01"
447463.90853544,4626840.27546727,2021-03-11 04:00:00,"A01"
447294.137507933,4626910.05884035,2021-03-11 05:00:00,"A01"
447106.46134041,4626817.55853411,2021-03-11 06:00:00,"A01"
447179.807644011,4626484.45054505,2021-03-11 07:00:00,"A01"
446745.889826701,4626193.2555988,2021-03-11 08:00:00,"A01"
446403.862074669,4626576.98110878,2021-03-11 09:00:00,"A01"
445976.435325947,4626711.27986587,2021-03-11 10:00:00,"A01"
446043.535903469,4626612.29448734,2021-03-11 11:00:00,"A01"
446120.238038048,4626506.02972762,2021-03-11 12:00:00,"A01"
446329.622572521,4626554.93183406,2021-03-11 13:00:00,"A01"
446446.67902072,4626409.90475846,2021-03-11 14:00:00,"A01"
446719.2758149,4626043.46748714,2021-03-11 15:00:00,"A01"
446578.950502572,4625710.83714725,2021-03-11 16:00:00,"A01"
446552.414779924,4625623.57624089,2021-03-11 17:00:00,"A01"
446583.223160915,4625400.86009253,2021-03-11 18:00:00,"A01"
446687.190501788,4625315.08926165,2021-03-11 19:00:00,"A01"
446531.575552607,4625430.18150029,2021-03-11 20:00:00,"A01"
446631.884653168,4625922.80210706,2021-03-11 21:00:00,"A01"
446528.03144292,4625905.38816651,2021-03-11 22:00:00,"A01"
446547.523532959,4625646.49491414,2021-03-11 23:00:00,"A01"
446605.986782734,4625409.73645401,2021-03-12,"A01"
446551.026531216,4625238.41463741,2021-03-12 01:00:00,"A01"
446636.390938947,4625223.28134982,2021-03-12 02:00:00,"A01"
446689.164475386,4625252.09933436,2021-03-12 03:00:00,"A01"
446679.825172026,4625373.49320205,2021-03-12 04:00:00,"A01"
446830.032847228,4625752.34686843,2021-03-12 05:00:00,"A01"
447048.79118196,4625973.33476712,2021-03-12 06:00:00,"A01"
447320.962567464,4626074.79388255,2021-03-12 07:00:00,"A01"
447449.47871482,4626277.24282675,2021-03-12 08:00:00,"A01"
447505.737847695,4626629.85260274,2021-03-12 09:00:00,"A01"
447930.392214446,4626586.79850532,2021-03-12 10:00:00,"A01"
447920.642330369,4626419.15467429,2021-03-12 11:00:00,"A01"
447972.090860177,4626689.55782241,2021-03-12 12:00:00,"A01"
447523.328705202,4626700.15055863,2021-03-12 13:00:00,"A01"
