"x","y"
447185.22915605,4625107.96276107
447196.96250899,4625075.55973762
447274.180781795,4625087.99896458
447241.227801109,4625111.23113234
447263.923491898,4625101.93672081
447239.977226255,4625091.85775124
447312.907201098,4625120.39232827
447306.307818531,4625104.70545079
447283.31675895,4625104.22569653
447305.966484279,4625097.38012521
447317.112412024,4625103.19126954
447417.327721056,4625109.46539156
447394.31922728,4625075.48251604
447376.970965893,4625121.20900006
447423.814832699,4625082.66857981
447410.16924209,4625114.63911142
447393.245002162,4625124.52591227
447434.461384045,4625075.89583942
447456.019615044,4625106.40097865
447438.586827379,4625120.67233516
447472.636463656,4625123.05880325
447519.871224172,4625087.624029
447860.251481622,4625111.2053433
446137.80254611,4625063.09445774
446556.341629231,4625067.9142416
446697.561683494,4625031.76360141
446774.442011025,4625062.37422823
446845.010996156,4625037.82410353
446953.387764841,4625043.52922199
447114.418410673,4625046.4149297
447203.38149874,4625065.84791396
447180.964148301,4625059.79155555
447217.118419148,4625035.09252642
447227.321620903,4625026.76915739
447226.112135814,4625031.80404971
447239.188376907,4625043.05484345
447263.295464241,4625052.85082359
447289.915699803,4625059.99698406
447296.522787493,4625062.96795012
447353.481018194,4625074.98510863
447419.431526889,4625036.8453449
447423.326629715,4625053.86166353
447424.20056737,4625037.94074374
447405.771776731,4625059.03422596
447396.248843358,4625064.95076772
447413.29079906,4625056.01868603
447457.922250533,4625028.65195093
447494.291794067,4625046.97470283
447484.617215407,4625072.42825136
447520.282034553,4625041.32275485
447488.510272792,4625033.59393753
447555.852462852,4625073.00135263
447547.665146214,4625072.03087057
446616.530488979,4625017.00937747
446776.255045086,4625013.65631841
447067.578125431,4625017.97487139
447083.108248177,4624990.07699821
447169.590726262,4625023.62935761
447133.046263549,4624981.07903099
447245.687368885,4624984.17716814
447232.293817447,4625022.45907437
447304.822068335,4625012.31776325
447292.078178399,4625021.24291735
447299.762677692,4625023.38125404
447309.567153431,4625023.60313777
447289.193811361,4625021.73445961
447318.875277892,4624997.93594505
447310.329149838,4624980.29993447
447366.716452583,4625007.31130885
447349.11098727,4625004.83636204
447349.060385721,4624997.90381832
447338.400190277,4625020.2007333
447390.631269664,4624976.84892172
447414.182466804,4624984.7144665
447375.669631292,4624992.75123206
447427.493449172,4624984.2374141
447475.143509323,4625015.35493288
447508.342976833,4625010.74325972
447496.464581334,4624993.20973307
447550.879181945,4625014.06642656
447620.37754982,4625002.50928546
447973.409641825,4624986.24831872
